muscle_group,weekly_training_time_min,sessions_per_week,avg_intensity_pct_1rm,training_age_years,muscle_growth_pct_8wk
Hamstrings,128.6,2,76.5,6.6,6.698
Hamstrings,162.3,5,55.6,14.0,3.613
Hamstrings,137.0,2,66.4,2.1,9.81
Hamstrings,171.5,4,94.6,1.8,11.469
Hamstrings,31.7,3,57.3,1.0,6.057
Hamstrings,185.7,3,67.8,11.5,6.569
Hamstrings,181.7,1,67.9,11.8,4.978
Hamstrings,108.6,2,70.2,10.4,5.712
Hamstrings,128.7,1,82.4,0.8,11.341
Hamstrings,50.4,3,64.9,10.8,4.813
Hamstrings,95.1,4,73.4,6.7,4.967
Hamstrings,48.5,3,80.8,2.4,8.484
Hamstrings,14.2,4,67.9,4.4,1.918
Hamstrings,196.4,2,93.0,7.5,4.724
Hamstrings,59.2,2,94.2,4.9,5.919
Hamstrings,122.7,3,59.8,14.5,4.932
Hamstrings,67.0,2,68.8,7.1,3.917
Hamstrings,80.4,5,63.3,5.6,6.064
Hamstrings,85.6,5,62.5,10.1,5.046
Hamstrings,73.7,3,74.6,9.8,4.475
Hamstrings,131.1,4,77.6,0.0,15.657
Hamstrings,192.6,1,72.0,9.3,7.334
Hamstrings,91.4,1,65.9,3.7,7.377
Hamstrings,194.9,2,66.1,5.6,5.414
Hamstrings,136.9,2,94.7,10.6,3.454
Hamstrings,125.4,2,91.9,8.4,4.957
Hamstrings,55.0,3,58.0,5.5,4.428
Hamstrings,22.0,4,81.3,2.5,4.565
Hamstrings,171.9,3,73.3,7.6,6.392
Hamstrings,119.1,3,82.6,4.8,6.939
Hamstrings,88.7,1,78.9,13.7,4.81
Hamstrings,164.3,2,90.6,8.0,4.605
Hamstrings,69.0,5,57.7,13.0,3.757
Hamstrings,158.9,5,69.0,5.9,7.911
Hamstrings,72.3,1,94.4,12.4,3.911
Hamstrings,185.0,1,62.3,0.8,11.515
Hamstrings,60.9,5,60.1,4.5,6.938
Hamstrings,36.1,1,84.2,1.2,6.798
Hamstrings,142.6,3,86.1,0.5,10.668
Hamstrings,40.9,5,81.9,13.8,3.409
Hamstrings,190.4,4,86.0,10.8,5.809
Hamstrings,134.6,3,82.7,9.4,6.818
Hamstrings,53.9,2,60.4,8.0,2.842
Hamstrings,49.7,4,79.3,8.5,3.67
Hamstrings,185.5,4,86.1,9.6,6.176
Hamstrings,125.5,5,89.6,12.4,2.421
Hamstrings,179.8,3,64.8,9.0,5.774
Hamstrings,30.9,5,60.1,11.2,3.276
Hamstrings,185.8,4,86.2,4.2,7.257
Hamstrings,108.8,1,65.3,14.7,3.202
Hamstrings,137.0,2,56.3,0.5,9.049
Hamstrings,80.8,4,88.0,5.8,6.033
Hamstrings,21.2,1,75.2,13.2,1.361
Hamstrings,192.0,4,68.1,2.7,8.269
Hamstrings,199.0,2,55.5,2.1,7.364
Hamstrings,79.3,2,56.4,5.5,5.562
Hamstrings,189.3,3,86.7,6.4,5.937
Hamstrings,41.9,5,74.6,14.0,3.992
Hamstrings,39.4,5,61.0,12.5,2.714
Hamstrings,23.9,3,69.3,7.0,3.035
Hamstrings,84.3,1,61.6,14.6,2.86
Hamstrings,19.9,5,59.5,9.6,1.844
Hamstrings,85.0,5,66.1,13.1,2.888
Hamstrings,36.3,4,77.0,3.7,3.861
Hamstrings,148.8,4,63.4,7.3,5.113
Hamstrings,168.3,3,68.7,0.4,12.223
Hamstrings,140.7,1,74.1,0.1,13.022
Hamstrings,48.1,1,71.8,10.6,2.019
Hamstrings,155.7,1,60.1,1.8,7.867
Hamstrings,57.4,5,56.6,8.2,3.488
Hamstrings,154.3,1,56.4,10.4,4.023
Hamstrings,117.8,3,69.0,0.5,14.2
Hamstrings,79.7,2,83.8,6.7,5.006
Hamstrings,25.9,1,60.3,10.3,2.054
Hamstrings,167.2,5,86.5,13.3,5.566
Hamstrings,188.5,1,83.6,4.5,6.935
Hamstrings,136.5,5,55.2,14.6,3.532
Hamstrings,193.3,4,56.1,12.7,4.517
Hamstrings,187.5,4,62.8,9.8,4.521
Hamstrings,47.0,1,57.2,5.9,4.445
Hamstrings,148.9,5,76.3,10.7,5.684
Hamstrings,76.4,3,56.6,12.2,2.941
Hamstrings,102.6,3,87.1,4.5,7.696
Hamstrings,39.8,4,74.7,14.9,2.668
Hamstrings,195.2,2,84.1,13.6,4.147
Hamstrings,148.0,2,85.0,7.3,6.561
Hamstrings,60.7,2,75.3,10.8,4.074
Hamstrings,80.6,3,92.0,7.9,4.994
Hamstrings,90.3,4,94.6,11.4,5.443
Hamstrings,152.0,2,69.4,12.4,3.52
Hamstrings,185.9,2,60.0,0.3,8.51
Hamstrings,71.1,5,69.5,1.2,4.72
Hamstrings,99.8,3,63.9,5.0,7.032
Hamstrings,122.7,5,76.2,13.8,3.781
Hamstrings,84.7,2,70.1,6.0,6.332
Hamstrings,105.8,2,74.2,13.3,2.527
Hamstrings,30.1,2,85.5,6.9,2.726
Hamstrings,41.9,3,66.0,4.3,5.586
Hamstrings,86.2,4,76.5,13.5,3.441
Hamstrings,183.8,3,68.4,8.4,5.903
Hamstrings,76.4,2,86.4,5.4,5.333
Hamstrings,57.5,5,80.6,0.7,9.651
Hamstrings,151.1,3,55.3,1.7,10.935
Hamstrings,190.3,2,81.4,2.1,10.199
Hamstrings,97.2,1,61.8,5.5,6.006
Hamstrings,11.6,3,84.0,9.1,1.061
Hamstrings,140.7,4,77.7,4.6,7.524
Hamstrings,88.9,5,71.1,1.0,12.305
Hamstrings,138.0,2,82.8,4.0,6.257
Hamstrings,62.8,1,89.3,6.1,4.591
Hamstrings,10.5,5,86.1,14.9,0.826
Hamstrings,75.5,3,76.8,5.9,6.004
Hamstrings,143.9,1,83.9,1.3,7.762
Hamstrings,84.7,1,71.6,8.7,2.996
Hamstrings,51.6,3,86.6,13.8,3.431
Hamstrings,98.2,4,88.2,11.8,5.595
Hamstrings,152.9,2,60.5,12.5,2.729
Hamstrings,32.7,2,64.5,13.9,2.365
Hamstrings,141.4,4,65.8,9.5,6.708
Hamstrings,136.8,5,61.6,14.9,4.596
Hamstrings,80.4,3,70.7,0.5,10.216
Hamstrings,194.4,3,62.7,12.5,3.488
Hamstrings,180.0,2,78.8,12.9,4.065
Hamstrings,70.1,1,59.1,13.8,3.26
Hamstrings,15.9,1,65.8,7.2,1.789
Hamstrings,68.6,5,81.6,11.8,4.034
Hamstrings,48.9,1,70.9,2.9,4.584
Hamstrings,114.0,5,71.9,9.0,6.202
Hamstrings,184.6,2,86.9,5.4,6.903
Hamstrings,175.4,4,94.4,8.9,5.739
Hamstrings,68.1,5,77.6,10.1,4.687
Hamstrings,91.4,4,58.2,5.2,9.24
Hamstrings,16.9,4,59.1,3.2,2.715
Hamstrings,113.4,2,93.7,4.8,8.329
Hamstrings,22.0,3,82.2,10.0,1.832
Hamstrings,188.3,4,85.1,10.2,6.227
Hamstrings,174.7,3,82.0,11.1,5.767
Hamstrings,50.7,1,62.2,1.9,6.064
Hamstrings,142.9,5,72.9,12.3,6.217
Hamstrings,117.9,1,86.9,10.3,4.768
Hamstrings,162.3,5,89.7,0.5,10.545
Hamstrings,100.4,5,64.5,5.0,7.014
Hamstrings,46.4,1,78.8,7.0,4.69
Hamstrings,131.6,4,61.3,5.4,8.694
Hamstrings,25.3,4,93.3,1.8,4.008
Hamstrings,121.1,2,65.1,3.1,8.036
Hamstrings,50.4,5,84.1,0.4,9.721
Hamstrings,140.1,1,64.2,1.4,8.464
Hamstrings,167.3,2,79.6,4.0,10.406
Hamstrings,30.8,5,81.4,12.3,2.697
Hamstrings,86.1,4,68.1,7.9,5.8
Hamstrings,149.4,1,87.8,6.4,6.856
Hamstrings,41.1,1,90.4,9.9,2.685
Hamstrings,117.6,2,89.2,8.1,6.35
Hamstrings,137.6,1,68.2,2.0,6.267
Hamstrings,77.4,1,84.8,3.3,6.171
Hamstrings,168.1,3,77.4,3.3,9.954
Hamstrings,107.0,1,78.7,9.0,6.126
Hamstrings,129.1,2,74.1,6.9,5.163
Hamstrings,36.8,2,79.0,5.8,3.279
Hamstrings,14.4,5,60.4,8.3,1.999
Hamstrings,19.6,5,71.4,14.6,1.396
Hamstrings,181.7,5,62.1,4.7,7.233
Hamstrings,177.7,2,66.2,7.8,6.225
Hamstrings,163.4,3,60.1,7.2,5.44
Hamstrings,47.9,3,63.5,10.7,2.178
Hamstrings,109.8,5,86.3,11.0,3.894
Hamstrings,161.3,4,77.0,10.9,5.164
Hamstrings,138.2,5,55.9,3.0,6.247
Hamstrings,31.9,3,86.5,6.7,3.328
Hamstrings,180.2,5,91.4,12.2,3.387
Hamstrings,40.5,4,90.2,5.7,6.113
Hamstrings,42.6,4,87.9,14.8,4.067
Hamstrings,181.2,4,94.7,5.5,5.791
Hamstrings,102.1,2,78.5,7.5,5.863
Hamstrings,80.8,4,93.5,7.1,4.907
Hamstrings,115.2,2,93.0,6.5,5.651
Hamstrings,196.5,4,67.5,12.7,5.974
Hamstrings,32.7,2,89.5,2.3,4.549
Hamstrings,153.8,4,86.7,8.5,5.643
Hamstrings,73.5,3,86.0,9.3,3.908
Hamstrings,32.2,4,90.9,12.8,3.195
Hamstrings,90.2,2,70.4,9.1,1.978
Hamstrings,114.3,4,71.0,14.4,4.013
Hamstrings,49.1,5,80.6,13.1,3.288
Hamstrings,87.0,1,84.5,5.2,5.19
Hamstrings,130.8,2,90.2,12.9,4.717
Hamstrings,119.5,4,90.0,14.4,5.254
Hamstrings,147.4,5,83.9,3.9,6.504
Hamstrings,168.9,4,93.3,9.2,7.575
Hamstrings,87.7,3,62.1,4.2,5.554
Hamstrings,90.4,2,93.0,9.7,5.6
Hamstrings,104.4,5,57.6,1.4,11.043
Hamstrings,117.6,5,77.2,11.0,4.675
Hamstrings,30.6,5,58.6,6.3,3.379
Hamstrings,69.4,2,77.7,8.8,4.458
Hamstrings,42.7,3,70.6,0.4,8.459
Hamstrings,83.3,2,58.3,10.4,3.525
Hamstrings,194.9,5,80.9,7.4,5.84
Hamstrings,120.7,5,84.2,9.4,4.859
Hamstrings,91.6,1,62.0,4.7,4.875
Hamstrings,117.5,2,82.8,2.2,7.871
Hamstrings,137.1,3,62.2,6.5,5.176
Hamstrings,92.6,3,60.5,14.2,3.578
Hamstrings,95.1,3,60.9,3.4,8.688
Hamstrings,143.3,2,79.0,10.1,4.905
Hamstrings,21.6,4,86.2,0.7,6.89
Hamstrings,112.6,5,78.9,10.8,3.142
Hamstrings,114.0,5,87.4,3.6,9.427
Hamstrings,153.8,3,78.7,6.8,6.382
Hamstrings,196.7,5,86.9,5.5,7.941
Hamstrings,161.2,4,94.1,1.7,11.74
Hamstrings,105.7,1,70.6,5.2,6.1
Hamstrings,42.2,4,61.0,5.3,5.19
Hamstrings,121.8,2,60.4,7.8,4.767
Hamstrings,168.5,4,78.9,14.6,4.719
Hamstrings,187.2,4,76.9,7.1,4.342
Hamstrings,166.8,5,62.4,13.7,4.918
Hamstrings,45.9,5,90.3,6.9,4.535
Hamstrings,145.4,5,93.3,1.6,9.746
Hamstrings,177.2,3,65.1,3.5,7.9
Hamstrings,139.4,3,63.3,6.1,6.502
Hamstrings,140.3,3,63.6,4.9,9.035
Hamstrings,105.0,5,70.5,13.0,7.242
Hamstrings,131.0,2,89.1,10.2,5.778
Hamstrings,65.9,3,78.8,8.7,4.242
Hamstrings,26.9,4,57.7,7.4,3.515
Hamstrings,167.3,1,73.9,6.0,6.541
Hamstrings,189.2,4,58.6,9.2,4.534
Hamstrings,172.8,2,71.2,1.9,7.296
Hamstrings,73.4,2,71.1,2.4,7.716
Hamstrings,27.8,4,80.9,4.5,4.722
Hamstrings,63.2,1,77.0,2.6,4.852
Hamstrings,170.1,1,90.0,10.2,3.717
Hamstrings,134.6,3,55.7,0.4,13.005
Hamstrings,193.7,3,86.0,2.4,9.041
Hamstrings,75.1,1,55.9,13.5,4.089
Hamstrings,114.8,2,67.2,15.0,2.725
Hamstrings,160.1,2,90.2,7.3,7.918
Hamstrings,54.5,3,82.6,7.4,3.365
Hamstrings,193.2,2,61.9,11.6,2.584
Hamstrings,122.6,1,74.6,0.5,10.382
Hamstrings,11.5,3,83.9,6.4,1.166
Hamstrings,14.8,5,92.5,1.5,3.263
Hamstrings,177.6,3,80.4,6.0,6.515
Hamstrings,132.6,2,56.0,14.8,3.526
Hamstrings,155.0,3,75.0,11.3,4.04
Hamstrings,159.0,1,61.1,14.8,3.696
Hamstrings,89.9,2,56.9,11.2,3.91
Hamstrings,161.7,3,78.9,9.1,6.449
Calves,178.1,2,86.5,3.5,2.397
Calves,122.2,1,77.9,5.1,3.158
Calves,25.6,5,67.3,4.7,3.429
Calves,40.6,1,56.4,11.8,2.489
Calves,24.6,3,87.8,0.7,3.224
Calves,30.5,1,64.6,5.8,2.211
Calves,195.6,2,80.3,0.6,3.287
Calves,50.3,4,77.0,14.0,2.787
Calves,141.3,5,55.2,11.9,1.95
Calves,130.9,1,94.8,14.7,1.505
Calves,129.9,1,87.6,13.7,1.219
Calves,49.3,2,74.5,4.7,4.107
Calves,120.1,5,82.2,10.4,2.672
Calves,128.9,1,74.1,4.6,2.913
Calves,118.4,1,84.8,13.3,1.85
Calves,45.4,3,60.4,6.2,4.137
Calves,147.4,2,72.9,5.6,2.362
Calves,23.9,1,68.4,13.7,1.051
Calves,122.3,3,73.4,12.6,2.946
Calves,92.9,4,73.0,14.5,2.578
Calves,57.6,1,60.7,1.0,6.037
Calves,163.4,4,94.1,3.7,3.779
Calves,43.4,1,55.6,4.5,3.259
Calves,187.3,4,55.4,6.4,2.144
Calves,178.1,2,69.9,7.1,2.536
Calves,78.5,2,79.8,4.4,5.361
Calves,68.0,1,62.2,11.9,2.89
Calves,36.1,5,76.3,3.3,3.268
Calves,184.1,3,83.9,10.4,2.287
Calves,129.2,4,58.8,12.8,2.127
Calves,16.0,2,94.4,9.1,1.109
Calves,107.1,1,68.5,5.3,3.351
Calves,26.3,1,80.7,2.8,3.582
Calves,119.0,3,59.4,2.0,5.606
Calves,106.7,2,83.4,11.2,2.364
Calves,25.7,4,88.6,7.0,2.975
Calves,165.0,4,59.2,0.7,5.037
Calves,59.8,2,60.0,14.8,1.828
Calves,112.9,3,66.2,10.1,2.368
Calves,131.4,2,55.5,12.7,2.176
Calves,192.8,4,94.4,6.6,2.138
Calves,103.8,4,78.9,14.3,1.741
Calves,184.3,4,79.3,3.0,3.86
Calves,77.4,1,93.4,2.8,4.25
Calves,172.9,2,88.3,13.4,2.11
Calves,54.8,5,87.6,13.4,1.728
Calves,144.4,2,68.6,7.5,2.512
Calves,26.8,1,68.4,1.9,2.98
Calves,197.3,1,66.7,4.6,1.623
Calves,191.2,1,68.9,11.3,1.199
Calves,94.0,4,69.8,12.7,3.757
Calves,109.5,1,60.6,5.2,3.5
Calves,123.6,3,69.2,0.9,5.02
Calves,62.3,2,72.9,10.0,1.742
Calves,138.1,1,67.4,11.1,1.228
Calves,142.7,5,61.6,6.4,2.833
Calves,109.8,4,69.9,8.7,2.854
Calves,38.1,5,74.2,14.8,1.904
Calves,184.6,5,83.8,3.7,1.651
Calves,31.9,5,83.4,8.6,2.511
Calves,129.5,4,63.1,9.2,3.452
Calves,29.6,3,56.5,8.2,3.153
Calves,37.8,4,67.2,13.0,1.289
Calves,13.9,3,61.3,9.1,1.061
Calves,79.0,1,70.8,7.6,2.647
Calves,131.5,2,94.2,1.8,4.647
Calves,109.1,3,62.2,10.5,2.035
Calves,138.2,1,67.8,2.0,5.409
Calves,138.3,5,84.0,0.4,6.094
Calves,36.6,5,75.4,7.3,2.946
Calves,20.9,3,56.8,8.6,2.519
Calves,128.8,3,61.5,15.0,1.955
Calves,134.1,5,92.4,10.7,2.677
Calves,115.8,3,59.1,12.7,1.946
Calves,56.7,4,80.4,5.2,3.217
Calves,164.0,3,86.7,7.6,2.104
Calves,24.4,2,65.6,14.6,2.183
Calves,130.1,4,84.0,6.3,3.935
Calves,32.9,1,61.8,12.1,1.855
Calves,134.3,2,66.4,7.9,2.139
Calves,89.4,4,67.5,3.4,6.267
Calves,146.4,4,94.9,8.7,1.879
Calves,19.9,5,63.6,3.3,1.999
Calves,115.5,4,60.2,0.0,6.484
Calves,37.5,1,92.0,3.5,4.678
Calves,139.7,5,61.5,2.9,5.927
Calves,32.8,3,90.2,5.6,2.776
Calves,24.0,1,81.0,13.3,1.136
Calves,145.5,3,78.1,5.8,2.13
Calves,22.1,1,85.1,12.7,1.367
Calves,52.7,3,84.0,8.3,3.208
Calves,166.7,3,59.4,0.1,5.66
Calves,163.8,1,95.0,2.8,3.657
Calves,172.3,5,92.7,14.0,1.552
Calves,72.0,3,90.9,9.1,3.537
Calves,110.3,5,79.9,13.9,2.038
Calves,156.9,3,75.9,4.7,3.582
Calves,36.0,3,76.5,10.7,2.045
Calves,147.6,5,55.6,11.6,2.376
Calves,28.5,2,75.0,14.6,1.692
Calves,183.5,5,80.0,0.3,4.624
Calves,131.1,1,81.3,14.3,2.098
Calves,103.7,5,68.3,5.9,2.851
Calves,102.1,4,73.9,12.6,2.11
Calves,44.5,3,80.5,8.2,2.799
Calves,75.7,2,72.1,8.5,2.293
Calves,148.2,3,93.5,5.4,2.864
Calves,112.8,3,83.2,12.4,2.237
Calves,110.6,5,55.1,4.0,5.56
Calves,47.1,5,55.9,7.4,3.344
Calves,141.2,3,82.6,8.4,3.232
Calves,84.5,2,71.5,11.1,2.887
Calves,44.7,2,88.6,7.1,2.637
Calves,189.3,2,61.9,10.2,1.629
Calves,106.3,1,55.6,7.3,3.321
Calves,110.3,1,70.5,9.9,3.1
Calves,196.5,4,84.4,10.1,1.655
Calves,79.6,2,93.9,10.6,1.815
Calves,189.2,3,90.3,12.3,0.847
Calves,142.0,4,74.4,8.1,2.704
Calves,130.3,4,87.5,2.9,2.703
Calves,54.5,2,57.8,10.2,3.527
Calves,19.8,4,77.9,1.2,4.227
Calves,93.2,1,92.0,3.3,3.794
Calves,11.9,3,70.9,11.9,0.688
Calves,23.5,1,93.4,6.5,2.465
Calves,123.1,3,63.8,7.5,2.423
Calves,147.6,1,59.2,14.8,1.153
Calves,41.9,5,76.0,3.5,3.792
Calves,149.2,4,91.3,0.3,5.866
Calves,190.4,2,67.5,1.7,3.584
Calves,151.2,4,87.0,3.7,4.738
Calves,159.1,2,61.8,10.9,2.351
Calves,143.1,3,84.8,11.6,2.163
Calves,52.7,1,77.3,8.5,3.266
Calves,78.6,3,62.0,3.8,4.308
Calves,190.4,1,83.7,7.8,0.969
Calves,135.6,1,83.6,0.2,4.603
Calves,159.9,3,75.6,10.2,1.751
Calves,194.1,3,64.0,9.2,1.469
Calves,54.0,2,60.3,0.3,5.174
Calves,71.1,1,93.3,12.3,2.057
Calves,132.5,3,81.2,11.5,2.64
Calves,14.6,5,87.4,4.6,2.832
Calves,118.5,4,82.9,9.5,1.943
Calves,163.7,1,88.2,9.0,1.354
Calves,126.0,5,61.5,2.1,4.4
Calves,66.1,3,74.9,2.9,5.976
Calves,147.6,3,81.7,10.2,2.189
Calves,37.7,1,59.1,14.0,1.393
Calves,180.0,2,61.0,8.6,2.178
Calves,29.2,4,80.4,8.5,2.998
Calves,174.1,2,89.7,9.7,1.818
Calves,104.6,1,81.4,6.6,2.65
Calves,91.4,1,56.4,0.8,5.996
Calves,105.1,5,93.8,5.9,3.709
Calves,48.0,5,60.6,13.5,2.196
Calves,97.0,1,64.3,12.1,2.036
Calves,171.4,5,94.0,13.9,2.003
Calves,162.2,5,85.8,2.3,4.294
Calves,41.0,2,92.5,7.6,3.289
Calves,137.9,4,87.3,8.8,3.559
Calves,172.8,2,81.1,3.1,3.408
Calves,165.8,2,66.4,3.0,2.991
Calves,90.9,4,68.1,11.7,3.54
Calves,19.1,2,92.9,10.1,1.651
Calves,186.9,2,89.4,9.7,2.688
Calves,85.2,2,69.4,4.0,4.775
Calves,78.6,1,69.9,7.6,3.619
Calves,154.3,5,66.9,0.3,5.829
Calves,60.2,4,68.0,1.9,5.924
Calves,168.6,5,89.4,7.8,2.282
Calves,24.4,3,55.4,4.6,2.904
Calves,150.7,1,72.4,14.5,1.771
Calves,193.5,2,92.7,7.1,2.337
Calves,199.2,2,76.7,1.3,3.318
Calves,185.5,5,73.0,0.3,4.123
Calves,175.4,2,67.5,10.9,1.578
Calves,63.0,4,58.0,2.6,4.267
Calves,193.7,1,64.0,2.8,3.407
Calves,186.3,5,58.6,6.4,2.057
Calves,111.5,4,60.1,4.0,5.42
Calves,86.4,3,61.5,9.2,3.358
Calves,30.8,2,67.1,7.3,2.61
Calves,122.2,2,55.4,1.7,4.735
Calves,143.1,2,93.0,11.8,1.616
Calves,86.8,3,60.0,6.4,3.155
Calves,87.1,5,70.3,9.2,4.538
Calves,118.9,2,90.2,0.1,6.303
Calves,15.3,4,59.3,9.4,1.919
Calves,192.0,3,74.3,4.2,3.333
Calves,65.1,4,88.8,7.4,3.43
Calves,36.8,4,77.3,4.5,4.169
Calves,11.0,1,63.4,14.9,0.724
Calves,172.8,1,84.4,3.5,2.144
Calves,174.0,5,82.3,13.7,1.596
Calves,28.1,1,69.5,13.8,1.704
Calves,38.9,3,56.9,6.3,2.796
Calves,95.1,4,55.3,4.6,4.312
Calves,45.3,3,88.0,5.7,3.41
Calves,149.8,1,67.9,14.8,2.353
Calves,21.0,1,60.5,9.3,0.854
Calves,114.4,4,75.7,8.2,3.649
Calves,82.7,5,91.8,0.5,7.061
Calves,98.3,2,55.3,12.7,1.989
Calves,90.7,3,57.2,1.3,5.932
Calves,39.1,5,71.7,0.7,6.603
Calves,51.9,5,82.0,4.1,5.118
Calves,22.3,3,74.0,7.1,2.28
Calves,31.9,4,90.9,13.4,2.425
Calves,195.8,5,56.8,11.9,1.976
Calves,63.2,4,68.6,3.0,6.264
Calves,68.3,3,69.1,5.6,3.706
Calves,34.2,4,68.6,11.7,2.487
Calves,153.5,2,74.5,7.9,2.662
Calves,185.6,5,86.6,2.6,2.794
Calves,160.1,1,67.7,5.9,1.654
Calves,126.4,2,84.8,9.4,1.457
Calves,164.5,2,60.9,14.6,1.533
Calves,86.8,2,77.4,9.9,3.074
Calves,173.3,3,70.0,0.2,3.715
Calves,161.7,4,76.6,10.6,2.695
Calves,10.3,5,59.3,3.8,1.725
Calves,102.7,3,93.1,12.9,3.102
Calves,60.3,4,91.2,5.8,4.385
Calves,26.4,3,88.1,3.0,2.72
Calves,170.8,1,90.7,7.0,2.288
Calves,11.5,4,60.9,3.8,2.129
Calves,148.7,1,75.1,3.5,2.943
Calves,197.8,3,67.7,8.6,1.155
Calves,101.6,5,90.5,11.5,2.816
Calves,80.5,4,62.6,12.5,2.283
Calves,125.1,3,63.8,6.0,4.193
Calves,162.9,2,82.5,1.0,3.957
Calves,55.6,5,58.6,7.3,4.682
Calves,57.6,5,84.3,6.5,2.284
Calves,125.4,2,65.7,3.0,4.348
Calves,188.6,1,81.4,13.4,1.738
Calves,66.7,3,89.9,14.6,1.877
Calves,81.6,4,79.4,0.8,7.251
Calves,198.7,5,63.5,11.9,1.331
Calves,43.5,5,57.0,9.7,2.334
Calves,24.6,2,56.8,3.9,2.901
Calves,122.1,2,58.6,9.5,1.835
Calves,14.6,5,78.2,1.9,2.66
Calves,44.3,2,68.9,1.0,5.806
Calves,128.2,3,64.7,14.9,1.894
Calves,135.3,2,63.8,9.5,1.873
Calves,107.0,2,92.9,3.8,4.95
Calves,82.9,3,59.8,6.8,4.321
Calves,119.5,2,67.2,14.3,1.542
Calves,132.2,3,73.9,6.6,2.387
Calves,162.7,2,55.0,13.5,1.211
Calves,160.6,1,91.8,13.0,1.751
Calves,136.3,4,59.0,5.2,3.841
Calves,179.9,5,82.3,10.4,2.245
Calves,169.2,3,80.2,9.9,1.883
Calves,35.3,2,87.4,11.6,1.587
Calves,191.8,4,81.1,5.5,2.948
Calves,179.4,3,85.8,0.8,3.727
Calves,71.0,3,71.8,2.6,5.718
Calves,13.8,3,74.5,9.2,0.8
Calves,124.8,4,83.1,11.6,2.248
Calves,93.3,1,77.7,11.3,2.957
Calves,152.4,1,75.5,8.8,1.795
Calves,109.7,1,63.2,1.3,5.875
Calves,24.5,1,65.3,0.3,2.258
Calves,56.5,5,69.3,11.7,2.418
Calves,177.7,4,55.4,8.2,2.104
Calves,17.2,4,71.7,11.7,2.098
Calves,150.0,4,55.1,2.4,3.387
Calves,65.5,1,77.6,6.1,3.861
Calves,96.0,2,83.2,13.8,2.788
Calves,110.9,4,77.5,2.6,4.724
Calves,57.5,3,82.7,0.9,5.925
Calves,133.9,3,55.0,9.8,2.535
Calves,141.8,4,57.4,8.9,1.856
Calves,26.2,1,82.9,14.3,1.221
Calves,81.0,4,87.1,13.6,3.42
Calves,151.4,4,83.7,11.2,2.497
Calves,147.1,3,81.5,0.3,5.432
Calves,113.5,3,83.3,7.2,3.407
Calves,157.8,1,84.6,13.4,1.791
Calves,30.5,2,84.0,6.5,2.994
Calves,32.5,2,84.5,14.4,1.444
Calves,134.9,5,58.0,9.8,3.423
Calves,141.7,1,57.5,1.6,5.111
Calves,164.8,2,69.4,7.6,2.603
Calves,44.4,1,76.1,10.4,1.831
Calves,108.2,2,85.5,1.0,4.731
Calves,135.6,1,68.4,5.2,2.856
Calves,52.5,2,66.0,10.8,2.533
Calves,108.2,4,86.3,2.4,3.815
Calves,131.3,4,65.0,5.2,4.137
Calves,50.7,2,87.8,10.3,3.189
Calves,81.4,4,62.1,11.6,3.338
Calves,51.1,4,69.4,7.8,2.967
Calves,181.6,5,71.0,14.4,1.231
Calves,55.0,5,67.0,13.9,2.571
Calves,33.0,2,55.1,7.1,2.422
